Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Germany,DEU,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,12.93080722,13.24133446,13.55606779,13.85202495,14.16136895,14.46473446,14.76690427,15.09122733,15.37655845,15.63816289,15.92281206,16.23306939,16.58159909,16.95717596,17.35181021,17.71958269,18.04121119,18.39074584,18.75384516,19.06779152,19.20834575,19.05991247,18.74213538,18.39506687,18.2298061,18.38126105,18.64829523,18.85249484,18.9762805,19.0482655,19.11314877,19.16960912,19.20875641,19.2543435,19.31530009,19.39057384,19.43898129,19.44198317,19.43965494,19.54871599,19.81325555,20.14178483,20.49440715,20.88521989,21.36948013,21.91412609,22.41404924,22.73730524,22.92694152,23.09733029,23.10486183,23.0183786,23.03281255,23.1092704,23.25038128,23.42820295,23.5900187,23.7439224,23.92050986,24.14928521,24.3815648,24.58621777,
Djibouti,DJI,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.581596902,2.614850398,2.645710822,2.675330995,2.706315698,2.735025621,2.7577173,2.776302566,2.795462124,2.817344253,2.840959741,2.858958884,2.878512738,2.902443928,2.926443039,2.948719166,2.968243681,2.988755951,3.010221514,3.030491436,3.052562048,3.078138478,3.102383399,3.126331631,3.152676115,3.179912796,3.206831386,3.232659296,3.258048382,3.283446142,3.308761533,3.335540277,3.366273855,3.399131176,3.427920827,3.458788683,3.4854034,3.484922425,3.471233002,3.472794211,3.485550024,3.499105992,3.51614461,3.560008737,3.62557864,3.691962269,3.749122842,3.803371646,3.864615551,3.932794054,4.011882728,4.098122013,4.190463873,4.29054227,4.39727699,4.496942328,4.578279996,4.650242501,4.722494894,4.796920614,4.863624062,4.91882939,
Dominica,DMA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,6.473061969,6.461480834,6.439826092,6.449696028,6.486624817,6.537976093,6.60356657,6.678378067,6.761807679,6.83953401,6.884641319,6.90118447,6.920760914,6.976648914,7.076692549,7.210133602,7.367164503,7.529096156,7.697829061,7.894950699,8.126830062,8.383990861,8.643933386,8.89203608,9.099705569,9.275112569,9.454474317,9.605956311,9.744697676,9.88700565,10.06598303,10.1876291,10.15491522,10.12976201,10.15737178,10.24015867,10.37247057,10.51591594,10.68638231,10.88052782,11.12588782,11.33370487,11.43887635,11.5282679,11.61738876,11.69538421,11.81921996,11.96532384,12.09003781,12.21948429,12.37716116,12.29114315,11.90682001,11.73976201,11.06853053,10.48245991,10.47556275,10.24669553,10.1270833,10.09788841,10.14067346,10.30572128,
Denmark,DNK,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,11.32753317,11.56662359,11.80202406,12.02365665,12.24245511,12.45025877,12.64588212,12.86072021,13.11948867,13.39593382,13.67817458,13.96272989,14.23848029,14.5224696,14.82272589,15.11651955,15.38692587,15.67296474,15.97079022,16.23313863,16.45127851,16.64484328,16.83810924,17.02835168,17.19215611,17.38846331,17.63105988,17.80539055,17.9233008,18.02138523,18.0690569,18.07003925,18.02567804,17.92859365,17.80183376,17.65929524,17.52021285,17.39931176,17.2844803,17.1726512,17.0806553,17.01300082,16.96774791,16.95451288,16.97698875,17.03619529,17.11944736,17.26832142,17.51870037,17.85139861,18.25154508,18.71030894,19.18335021,19.59132489,19.93455141,20.24525466,20.51689138,20.76431504,21.0123045,21.25949991,21.50671733,21.73529405,
Dominican Republic,DOM,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.588375244,2.578977657,2.571248257,2.565083414,2.56095688,2.558957802,2.558665731,2.560455261,2.565062333,2.572547932,2.621752442,2.729404132,2.848229593,2.951974021,3.040682195,3.116959079,3.185722222,3.251406934,3.315173722,3.379038656,3.388767376,3.351715175,3.32859751,3.318485711,3.32216315,3.341047481,3.375685725,3.425603037,3.488829294,3.562866817,3.645941239,3.736395268,3.832325946,3.93251082,4.08373933,4.278062287,4.46501059,4.647979091,4.82702126,5.000470872,5.166299888,5.329984562,5.45246324,5.533145474,5.60856975,5.675472701,5.737974204,5.795966475,5.849293465,5.900906431,5.961200138,6.037985634,6.135562988,6.256580463,6.387309931,6.524544474,6.676998854,6.846983086,7.039018991,7.260107826,7.500875108,7.745197041,
Algeria,DZA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.240576022,3.406077984,3.70227785,3.96070776,4.141068215,4.254482496,4.235143545,4.107978586,3.980942343,3.853669823,3.730220293,3.614726451,3.510163302,3.415040444,3.329798326,3.30574332,3.363857282,3.387752784,3.352617467,3.320150528,3.293813228,3.274182717,3.262224414,3.257556447,3.258215625,3.265199425,3.282033246,3.306050162,3.333265383,3.36240647,3.394979819,3.43420878,3.478625008,3.524953706,3.57270331,3.627965337,3.803558021,4.103640273,4.316231005,4.428368887,4.539636006,4.650819843,4.757010526,4.850785257,4.931117765,5.005218332,5.06758129,5.115030533,5.152549452,5.187712446,5.222241806,5.258952243,5.306902346,5.372749175,5.465942986,5.586322672,5.723311133,5.870264153,6.031704104,6.213249844,6.380826489,6.556374534,
East Asia & Pacific (excluding high income),EAP,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.339348775,4.279117688,4.243627543,4.199152749,4.154680424,4.135236554,4.142539362,4.169920078,4.204231549,4.238518395,4.274767113,4.31329973,4.35043623,4.395214695,4.45681207,4.52232929,4.582747686,4.646583037,4.727190028,4.820859547,4.909259506,4.987228975,5.056957962,5.12277068,5.192349805,5.268815987,5.345365772,5.41592191,5.492403072,5.585344387,5.679633637,5.764811652,5.862089617,5.986071962,6.119246109,6.258904051,6.401886961,6.54946064,6.722596261,6.904922151,7.083034988,7.264705102,7.441953942,7.608893378,7.76277347,7.914994825,8.074500834,8.226242094,8.36494991,8.505606771,8.663584379,8.847567358,9.05519486,9.295397247,9.579006565,9.925649119,10.30947344,10.7393595,11.20938224,11.68965276,12.19700128,12.67821631,
Early-demographic dividend,EAR,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.477862882,3.499684152,3.53698419,3.580598892,3.62112713,3.652778636,3.675348783,3.691230423,3.704162627,3.718794677,3.735802086,3.755842722,3.785133847,3.822933904,3.862508795,3.902734001,3.943812491,3.983074149,4.018209354,4.049242926,4.071945936,4.084880839,4.094494667,4.10441499,4.116008559,4.131051153,4.149262902,4.171103009,4.196387329,4.224513805,4.253777141,4.290646796,4.333637861,4.381618755,4.433643719,4.487337229,4.54359645,4.605046504,4.669658943,4.736104834,4.803037713,4.870484294,4.942217687,5.015158953,5.083948715,5.148539389,5.210187997,5.269523216,5.329159343,5.391223208,5.455464497,5.52879898,5.613119335,5.706827021,5.819250873,5.950828865,6.093161011,6.246790536,6.414401021,6.591605728,6.757267068,6.88328296,
East Asia & Pacific,EAS,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.573107097,4.535747696,4.516303303,4.487165311,4.458475479,4.450894814,4.470468524,4.510749744,4.554231862,4.595281175,4.63721183,4.685413259,4.733672708,4.791680669,4.865650367,4.944742659,5.021441034,5.104111921,5.202548501,5.313150345,5.418875666,5.515312674,5.604264923,5.687161708,5.772495416,5.869754689,5.971009565,6.066931472,6.168280316,6.285189692,6.405089376,6.520817647,6.648041061,6.79802702,6.956411078,7.120698993,7.289426443,7.463587032,7.661024268,7.866030643,8.069637126,8.280205974,8.486690838,8.680197033,8.857327536,9.035541787,9.228103957,9.416437338,9.588753845,9.758650904,9.936299068,10.1308304,10.36265955,10.64026862,10.95870307,11.3261691,11.7176671,12.14771019,12.61284571,13.08647626,13.58341682,14.05221797,
Europe & Central Asia (excluding high income),ECA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,7.295973853,7.426884022,7.525559341,7.635062212,7.790350298,8.021346754,8.269110186,8.494377309,8.739963151,8.970851959,9.171226684,9.396283821,9.647251211,9.874661365,10.12271936,10.38043205,10.63053721,10.89815952,11.15484147,11.35862322,11.44703632,11.37648276,11.21049489,11.08359043,11.00613022,10.89843638,10.8210833,10.82121637,10.90130886,11.07679078,11.29969355,11.54956745,11.82148387,12.10084409,12.34204761,12.52770087,12.64891717,12.72243836,12.74392795,12.71156484,12.73402812,12.85497039,13.08321743,13.3725384,13.64448382,13.85328698,13.97834125,13.95191064,13.72935184,13.44240696,13.18908719,13.08431146,13.13465469,13.23270228,13.40626418,13.62609135,13.83512683,14.06172853,14.32804909,14.64265551,14.94289968,15.1608941,
Europe & Central Asia,ECS,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,9.81011022,9.983378195,10.14156894,10.29002758,10.46484529,10.69090785,10.93224399,11.16139218,11.38925814,11.60566753,11.81650469,12.04059572,12.27971524,12.51045881,12.7485324,12.98833341,13.21314594,13.45230372,13.69286992,13.8959228,13.98558783,13.916528,13.75972585,13.60093962,13.51816653,13.53802223,13.62836688,13.75147672,13.90317468,14.08869718,14.29430355,14.50704133,14.72334667,14.94145929,15.14554812,15.33649932,15.49381608,15.61580465,15.706063,15.77457343,15.88161136,16.04071467,16.24101168,16.45341613,16.6680696,16.8681025,17.01499955,17.06580133,17.02789926,16.98097652,16.94029175,16.9859014,17.1643598,17.38121045,17.63808697,17.89948749,18.14376292,18.39289143,18.66145506,18.95845033,19.24867821,19.49559435,
Ecuador,ECU,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.110907134,5.027033695,4.939383882,4.851245219,4.765757162,4.68416929,4.607909018,4.53775414,4.472138734,4.408871704,4.348626116,4.291601981,4.236710417,4.187270873,4.148953885,4.12300963,4.110236906,4.110753924,4.119254859,4.12795553,4.132477287,4.132177607,4.126955187,4.120608116,4.121145748,4.135274201,4.165806494,4.21403521,4.279444274,4.359239251,4.448875005,4.543551287,4.640781798,4.737904878,4.831453629,4.920547587,5.00690055,5.092820218,5.17902808,5.265485979,5.3530148,5.441783376,5.531578487,5.624407266,5.723961098,5.830973004,5.943555677,6.061676428,6.186079542,6.315821197,6.448501101,6.58123144,6.719725981,6.881920278,7.070103108,7.26797378,7.467362632,7.667496441,7.854636607,8.047954477,8.218069154,8.369062505,
"Egypt, Arab Rep.",EGY,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.220368055,4.290096985,4.349357674,4.403258157,4.456502585,4.510969014,4.56454802,4.615590456,4.663134857,4.7071375,4.748883948,4.791231305,4.833962924,4.875594296,4.915208288,4.952294653,4.987303824,5.015024617,5.033827374,5.047533897,5.057482678,5.059308719,5.054938037,5.050944142,5.04663779,5.041493394,5.036640832,5.035309014,5.042054921,5.054490919,5.071703391,5.097042466,5.121906229,5.142530902,5.165130589,5.191848533,5.220793676,5.249912325,5.271783372,5.280283469,5.276791004,5.265430349,5.247124128,5.211845403,5.157520396,5.094423413,5.030884276,4.972246749,4.926467517,4.901858158,4.903123952,4.934655152,4.994572502,5.055589811,5.097998785,5.131024136,5.17665497,5.247303,5.333702686,5.425194941,5.512464687,5.584752578,
Euro area,EMU,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,11.75203454,11.97290107,12.18983924,12.37222051,12.56461856,12.78870494,13.02415323,13.25850725,13.47554706,13.68486755,13.91136509,14.14252502,14.3761863,14.61294591,14.84997112,15.08124087,15.29602119,15.52649385,15.77262748,15.99816411,16.10439127,16.0369731,15.88833467,15.71732127,15.63533059,15.77442254,16.04300241,16.30913098,16.56361891,16.80298986,17.03465742,17.25753283,17.46870864,17.67462561,17.88339758,18.10994497,18.32694182,18.51349505,18.68209676,18.85848102,19.06798208,19.29305419,19.49600553,19.66720926,19.86573279,20.10235205,20.30184118,20.41542209,20.51014211,20.64148609,20.75042039,20.90191083,21.16417682,21.46536408,21.78939342,22.08339653,22.3477958,22.60267151,22.85330766,23.11758566,23.384663,23.65266551,
Eritrea,ERI,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.177154773,3.136661204,3.097180413,3.058761931,3.022982326,2.989110184,2.956561583,2.92674185,2.899249162,2.87345803,2.849876979,2.828758316,2.809968487,2.793604458,2.782029714,2.776111318,2.774229608,2.777286011,2.783862251,2.792406569,2.801964183,2.811424732,2.82239851,2.835319009,2.85057688,2.869803179,2.892402506,2.918366647,2.947474589,2.977242964,3.011259755,3.050211755,3.098104604,3.133783059,3.169531646,3.17946647,3.19181217,3.245122799,3.303478081,3.347488262,3.390643472,3.4344453,3.471704258,3.497215922,3.518223566,3.559161208,3.616131718,3.680486486,3.730158159,3.783900109,3.849594981,3.921380336,4.003620946,4.07514886,4.156094878,4.230052966,4.281127541,4.337170776,4.388175199,4.440212226,4.488960277,4.520619557,
Spain,ESP,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,9.408561137,9.625877025,9.789131812,9.878047755,9.938078197,10.12980255,10.36748205,10.5383618,10.72920214,10.91345267,11.12454604,11.32183222,11.50173713,11.67746314,11.79538706,11.95077216,12.15657102,12.35464512,12.56574663,12.77928561,13.00438349,13.20925202,13.41040005,13.61624403,13.82579075,14.07358745,14.36300514,14.70274836,15.06967918,15.43872241,15.81429559,16.15977977,16.47110066,16.78572587,17.11532598,17.46592802,17.8108222,18.14793705,18.48854623,18.78262747,19.04273688,19.31991606,19.43806167,19.32694423,19.12177745,19.03747201,18.99819646,18.86451526,18.84895862,18.9953302,19.22984869,19.47306437,19.73216535,20.10729901,20.5072844,20.78942208,21.01290824,21.23865513,21.44333526,21.62296761,21.80495937,22.03834263,
Estonia,EST,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,13.10823763,13.27788258,13.38777632,13.52565246,13.74406035,14.00304811,14.23692115,14.45368245,14.687033,14.87119702,15.02161578,15.18692075,15.36990539,15.5264883,15.6820182,15.83818988,15.9404257,16.03554854,16.10097826,16.12796351,16.07676804,15.87121789,15.57315093,15.323235,15.11294631,14.87889507,14.78063338,14.82192111,14.90729355,15.05894664,15.2576366,15.49985946,15.88142794,16.36991037,16.81744522,17.22875194,17.64983467,18.06728106,18.37782477,18.60734697,18.87336502,19.18919885,19.59609649,20.03315381,20.45392184,20.85313909,21.28970484,21.64995083,21.76320844,21.79259153,21.83354235,22.00242055,22.34621866,22.73279564,23.1489234,23.52216722,23.86834103,24.20989688,24.45835188,24.71013302,25.00659302,25.20240705,
Ethiopia,ETH,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.347856025,3.327953784,3.306113332,3.284753496,3.269992756,3.260719835,3.252005976,3.249274704,3.254496891,3.258603966,3.258346619,3.256881254,3.251541146,3.241805162,3.228373594,3.212523564,3.203135562,3.195829429,3.185402669,3.175220092,3.165144044,3.156763545,3.148883958,3.125144222,3.087254334,3.050993596,3.017408542,2.996615958,2.984299866,2.967290964,2.945073027,2.920954243,2.898694579,2.877701194,2.858015405,2.832516745,2.810408929,2.80608034,2.8091671,2.804373831,2.802140014,2.806062926,2.808809525,2.814834003,2.825055834,2.838954055,2.855265703,2.873223094,2.896350796,2.92932444,2.96943914,3.013692568,3.061607675,3.108610034,3.151423815,3.194546632,3.240257133,3.285668566,3.332060431,3.379369212,3.417143894,3.438634718,
European Union,EUU,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,10.98745905,11.21155502,11.43337601,11.63000768,11.83780556,12.07884929,12.33277227,12.57964876,12.80998102,13.03087659,13.26380563,13.50106399,13.7438782,13.98944133,14.23226286,14.46895842,14.68667401,14.91887526,15.16127758,15.37838909,15.47372484,15.39822513,15.24222895,15.05860321,14.97494283,15.10054298,15.33747,15.58320362,15.82629605,16.05811218,16.2878359,16.51192184,16.72394167,16.93272456,17.14510419,17.37726083,17.60162048,17.79727911,17.9764983,18.15911848,18.37102966,18.59572444,18.80637361,18.98771827,19.18757644,19.41381959,19.60758845,19.7348775,19.84853399,19.99516303,20.12633598,20.30456055,20.59290522,20.9199663,21.27334227,21.60587133,21.916292,22.21762869,22.51525822,22.82569087,23.13373427,23.42419088,
Fragile and conflict affected situations,FCS,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.468713671,4.509198208,4.533559191,4.554435968,4.582241268,4.638352101,4.692064003,4.727261122,4.774602745,4.816190528,4.84339102,4.876757519,4.919225795,4.952591032,4.989512272,5.0264721,5.064732406,5.112745384,5.149080874,5.165551245,5.159160177,5.122498172,5.064121843,5.012619825,4.977006174,4.938333151,4.909833949,4.902112239,4.903773364,4.91289726,4.915682467,4.927840054,4.925274227,4.91740866,4.899676862,4.87387654,4.848305058,4.813757042,4.766524397,4.710732736,4.672112739,4.655403363,4.656738441,4.663722659,4.663950054,4.654636988,4.636546613,4.60825736,4.564221098,4.520182832,4.479477962,4.452840662,4.444247932,4.442632392,4.451684955,4.472507106,4.497343318,4.526649608,4.55864966,4.59434228,4.619049734,4.625161876,
Finland,FIN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,8.854994772,9.010744873,9.139891851,9.306559017,9.539309118,9.762849542,9.979979287,10.21310193,10.43710767,10.74252203,11.12319518,11.4619771,11.80379183,12.17710822,12.56393666,12.96476539,13.36583618,13.78286043,14.17722102,14.52356265,14.82127138,15.04129344,15.24092903,15.43825272,15.54001136,15.68885589,15.95533306,16.19695766,16.42348679,16.62258203,16.78542824,16.92880705,17.05208852,17.16468386,17.31194437,17.48852638,17.62997143,17.73426075,17.80282441,17.86954601,17.97062204,18.08204156,18.20294286,18.3587978,18.5773728,18.75237507,19.00822388,19.21983124,19.3136001,19.5155119,19.84875182,20.3660525,20.95336315,21.53780702,22.09092671,22.59877849,23.05510546,23.50818626,23.97168194,24.42284838,24.85766677,25.25663909,
Fiji,FJI,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.08848811,2.055072457,2.037069607,2.029673424,2.03447225,2.054866467,2.106900663,2.154447986,2.182901347,2.218416213,2.254367329,2.293075892,2.336034592,2.377451428,2.417941871,2.461312912,2.499719162,2.531416552,2.561901051,2.599854382,2.639791079,2.672179349,2.700543759,2.729604611,2.763077274,2.804414692,2.864489951,2.906062493,2.91680082,2.924898802,2.929944078,2.937169848,2.950586059,2.971737457,3.000857131,3.036806868,3.079782664,3.151341141,3.249442776,3.355420437,3.46600587,3.57820682,3.68950113,3.80523212,3.932901375,4.066735819,4.205284623,4.345707939,4.465805935,4.566808412,4.679601914,4.817914448,4.973035345,5.132150234,5.291246202,5.414318997,5.519486226,5.66803883,5.853798986,6.062150718,6.279011697,6.477395504,
France,FRA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,14.27319276,14.40719663,14.5480679,14.63166554,14.73641716,14.8680104,15.01724154,15.19178891,15.34350242,15.46755982,15.59304146,15.7176715,15.83125189,15.94969121,16.07952193,16.21728861,16.33360531,16.46540372,16.61987256,16.75224204,16.69772784,16.38800166,16.0301481,15.72773695,15.50515379,15.54196564,15.78393963,16.01869373,16.24499983,16.46127478,16.68014977,16.91095886,17.13842536,17.36106176,17.58762349,17.82600202,18.05613905,18.26617383,18.44076997,18.5786878,18.69379768,18.78721735,18.86194866,18.90708474,18.97111558,19.02290021,19.01346313,19.0251146,19.09448016,19.1901066,19.29530094,19.55364043,19.96872925,20.40214187,20.85179776,21.28648876,21.68749651,22.0705902,22.43755852,22.79370959,23.12650485,23.44851193,
Faroe Islands,FRO,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,8.835891813,8.964665482,9.071113232,9.168191747,9.243158079,9.305271644,9.374644684,9.449128724,9.489537889,9.520406761,9.57895023,9.63848945,9.71335886,9.817129325,9.938276428,10.07452103,10.21575386,10.34805247,10.53157474,10.7539076,11.01729969,11.31758379,11.58712857,11.8851307,12.2045602,12.50802826,12.74425157,12.9520511,13.16410074,13.30826075,13.55730965,13.96379345,14.42466466,14.88180268,15.36401438,15.67811636,15.69152057,15.71754517,15.76068139,15.7394471,15.67560212,15.5634702,15.38887535,15.23767798,15.12874375,15.09198225,15.20006892,15.42844855,15.77432726,16.11538296,16.30320349,16.48446058,16.78680225,17.17669229,17.76074144,18.27212268,18.56835419,18.75205999,18.75139761,18.73094818,18.86061181,18.98545611,
"Micronesia, Fed. Sts.",FSM,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.803131991,3.813481495,3.827412067,3.834782981,3.817951434,3.786658073,3.766327587,3.754001174,3.738025631,3.725577661,3.710690735,3.707691272,3.710745427,3.711807829,3.71650014,3.699372807,3.664797175,3.632912126,3.617585643,3.616537439,3.609392669,3.604290514,3.604565029,3.60519734,3.614286392,3.631835633,3.647112936,3.661999519,3.687177078,3.717982295,3.741643526,3.76186629,3.828695481,3.920402211,3.973912718,3.950669668,3.870453066,3.794119525,3.717860256,3.652699487,3.666131158,3.76466137,3.871450195,3.944279936,3.977061685,3.970370101,3.93723122,3.899298071,3.860681373,3.822382631,3.798204008,3.865244581,4.021317829,4.201095534,4.433388204,4.703011327,4.960806784,5.229879289,5.532703152,5.865441987,6.225087083,6.587768748,
Gabon,GAB,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,8.341011276,8.348106852,8.347371089,8.339988003,8.326720934,8.307264761,8.280496435,8.248230747,8.211337332,8.153465945,8.080064057,8.008602913,7.936991661,7.862428771,7.783882229,7.70128372,7.617281785,7.529796298,7.436842069,7.342094794,7.242826278,7.138417612,7.028139774,6.91487163,6.801530205,6.689142012,6.578929662,6.468995048,6.358449016,6.248714846,6.140385287,6.033576016,5.928210196,5.825616208,5.727629039,5.633318907,5.543038686,5.455223039,5.368375332,5.282794498,5.198626855,5.115896792,5.036084593,4.959263195,4.881093076,4.799413259,4.716544566,4.635291584,4.557516495,4.483929218,4.415732218,4.354227236,4.300733494,4.251414155,4.208280745,4.18175707,4.169172562,4.165207876,4.168359985,4.176703427,4.187005923,4.18949004,
United Kingdom,GBR,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,13.92990887,14.07171686,14.19779075,14.31771897,14.47108148,14.66525052,14.85051827,15.04431677,15.23638213,15.42094866,15.62362001,15.83621111,16.04874819,16.26310038,16.48588916,16.71476074,16.9257478,17.13428206,17.35394839,17.54448556,17.69030025,17.76902222,17.75439227,17.68137496,17.69629518,17.86120941,18.0619351,18.21769798,18.31345654,18.35290726,18.37337463,18.38217316,18.37106462,18.33381784,18.296274,18.26628439,18.21973332,18.15816739,18.0742131,17.97742039,17.9023781,17.85730561,17.81886203,17.7768232,17.74180136,17.70217403,17.65535403,17.64588759,17.69519838,17.8038651,17.94366874,18.15534556,18.46847831,18.77643162,19.02624597,19.21639631,19.36780815,19.51934591,19.68196111,19.87862547,20.0658318,20.26003736,
Georgia,GEO,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,8.242907323,8.113885499,8.013478001,7.956047713,7.935108786,7.957765693,8.074503663,8.248847898,8.420262396,8.608167905,8.787040752,8.932580804,9.06644587,9.224942294,9.417052251,9.630616863,9.845596964,10.05074411,10.26425407,10.46540942,10.58519897,10.61046625,10.57862852,10.55833108,10.58628254,10.63741731,10.69186148,10.73302351,10.80626539,10.94671562,11.15827563,11.42727104,11.73878945,12.0988537,12.4626842,12.79016035,13.06858097,13.31071246,13.52667877,13.70414947,13.90530352,14.20658218,14.63167294,15.16204279,15.70494635,16.19553368,16.56606412,16.66041771,16.43384328,16.04708952,15.76459058,15.71023364,15.85213641,16.14386228,16.42316426,16.63540782,16.8566569,17.06647369,17.25655692,17.46484264,17.67103703,17.81331002,
Ghana,GHA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.86348544,2.890385396,3.023831862,3.134830997,3.22445484,3.288621526,3.326729514,3.347282383,3.356284796,3.342874506,3.284817194,3.155346445,3.006403384,2.893412708,2.807025007,2.747037984,2.711592294,2.695021317,2.697139484,2.716335439,2.625254308,2.453811169,2.366800158,2.337374138,2.340077384,2.375904092,2.423846516,2.476416171,2.529069793,2.589732675,2.660066937,2.734428449,2.810594949,2.884870759,2.956288433,3.029552972,3.10730354,3.185340046,3.262712702,3.337631912,3.400631773,3.447573494,3.484022814,3.514338521,3.533330773,3.53905417,3.538009767,3.530500933,3.508504954,3.472638193,3.433121377,3.394781334,3.361209819,3.340695785,3.340796498,3.359584622,3.393685737,3.444425521,3.511142445,3.594708307,3.687877798,3.784397207,
Gibraltar,GIB,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,10.25584763,10.39165863,10.43851287,10.45704306,10.47607085,10.60556195,10.74330059,10.79579282,10.72598253,10.66528704,10.69760434,10.79925651,10.96248802,11.14035088,11.40411332,11.65171009,11.88140085,12.11204442,12.28797054,12.42376168,12.60141186,12.77176767,12.94475737,13.26133455,13.68020841,14.1638648,14.68030508,15.13995826,15.59452773,16.04260338,16.46403053,16.86057528,17.02869707,17.04485686,17.18732546,17.34392316,17.31016495,17.25977347,17.43442563,17.73488053,17.95941862,18.09698144,18.16173064,18.13994374,18.16037736,18.18772218,18.0409071,17.72976566,17.40043304,17.26448689,17.52162671,17.84859554,17.9609841,18.22301693,18.7286545,19.26794097,19.71753316,20.053877,20.35961103,20.69839912,21.08783289,21.44997554,
Guinea,GIN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.444144376,4.392497326,4.345149126,4.304023985,4.269514464,4.241000717,4.218728082,4.202978859,4.195009099,4.192007569,4.192430701,4.197033163,4.206046594,4.218595076,4.235368976,4.259660032,4.291000163,4.327569071,4.367162687,4.405823686,4.441936232,4.475273627,4.504586067,4.530311658,4.552372695,4.570521302,4.583747515,4.591753773,4.593439734,4.588215354,4.576179024,4.559234693,4.542639504,4.525446623,4.505589523,4.483551917,4.459145708,4.444642477,4.433665571,4.414774527,4.395347176,4.383229061,4.367374336,4.340024007,4.311402808,4.282261671,4.25466837,4.227845973,4.200629153,4.173501639,4.146622316,4.119262046,4.089456416,4.054601065,4.000625049,3.957344427,3.940829065,3.928633046,3.919851383,3.914257231,3.902114483,3.875982863,
"Gambia, The",GMB,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.997510504,3.005937447,3.012591399,3.018277854,3.02417215,3.030518144,3.036518594,3.042659528,3.04907372,3.054975322,3.059942805,3.065191849,3.071743382,3.078316523,3.136508063,3.242506812,3.344040892,3.442996338,3.536933172,3.622568485,3.697698917,3.757749937,3.801864563,3.845716503,3.857509796,3.839415639,3.835603072,3.846268867,3.86479142,3.882720031,3.898371365,3.911399422,3.908006529,3.861692469,3.802657945,3.777106285,3.77183652,3.766763664,3.760070837,3.751389482,3.738421032,3.721220668,3.699784273,3.62827895,3.516634831,3.415664605,3.323052542,3.238783028,3.164384484,3.099461982,3.040574714,2.986369988,2.933887278,2.871492888,2.793546785,2.720146071,2.665363054,2.623739425,2.593794685,2.578592372,2.568738495,2.55664678,
